2025/08/19 00:00:16,Scheduler,Transport,SetTransCompleteCheckInfo,Get Unit:3 Slot:1 Hand:1 Work:2605
2025/08/19 00:00:28,Scheduler,PlusStep,SlotNo:30 Step:5
2025/08/19 00:00:28,Scheduler,PlusStep,RESULT ROUTE:,230GA,330PA, 330GB
2025/08/19 00:00:28,Scheduler,Transport,TransComplete Unit:3 Work:2605
2025/08/19 00:00:28,Scheduler,Transport,SetTransCompleteCheckInfo,Put Unit:3 Slot:31 Hand:2 Work:2606
2025/08/19 00:00:28,Scheduler,Recipe Load,Unit No,3
2025/08/19 00:00:28,Scheduler,Recipe Load,Scan Recipe,C:\Measure\Bak\LotID_095055\2606_0818234220\Recipe_auto_45-2606.csv
2025/08/19 00:00:39,Scheduler,PlusStep,SlotNo:31 Step:4
2025/08/19 00:00:39,Scheduler,PlusStep,RESULT ROUTE:,231GA, 331PA
2025/08/19 00:00:39,Scheduler,Transport,TransComplete Unit:3 Work:2606
2025/08/19 00:00:39,Scheduler,SetupHandOff,Rotate Only 2:1,30,1,U,True
2025/08/19 00:00:46,Scheduler,Transport,SetTransCompleteCheckInfo,Put Unit:1 Slot:30 Hand:1 Work:2605
2025/08/19 00:00:46,Scheduler,Recipe Load,Unit No,1
2025/08/19 00:00:54,Scheduler,PlusStep,SlotNo:30 Step:6
2025/08/19 00:00:54,Scheduler,PlusStep,RESULT ROUTE:,230GA,330PA,330GB, 130PB
2025/08/19 00:00:54,Scheduler,Transport,TransComplete Unit:1 Work:2605
2025/08/19 00:00:54,Scheduler,SetupHandOff,Rotate Only 2:2,32,2,D,True
2025/08/19 00:00:55,Scheduler,Transport,SetTransCompleteCheckInfo,Get Unit:2 Slot:32 Hand:2 Work:2607
2025/08/19 00:01:03,Scheduler,PlusStep,SlotNo:32 Step:3
2025/08/19 00:01:03,Scheduler,PlusStep,RESULT ROUTE:, 232GA
2025/08/19 00:01:03,Scheduler,Transport,TransComplete Unit:2 Work:2607
2025/08/19 00:01:03,Scheduler,SetupHandOff,Rotate Only 1
2025/08/19 00:01:03,Scheduler,SetupHandOff,Status:3,32,GOTO,D,True
2025/08/19 00:08:05,Scheduler,Transport,SetTransCompleteCheckInfo,Get Unit:3 Slot:1 Hand:1 Work:2606
2025/08/19 00:08:16,Scheduler,PlusStep,SlotNo:31 Step:5
2025/08/19 00:08:16,Scheduler,PlusStep,RESULT ROUTE:,231GA,331PA, 331GB
2025/08/19 00:08:16,Scheduler,Transport,TransComplete Unit:3 Work:2606
2025/08/19 00:08:17,Scheduler,Transport,SetTransCompleteCheckInfo,Put Unit:3 Slot:32 Hand:2 Work:2607
2025/08/19 00:08:17,Scheduler,Recipe Load,Unit No,3
2025/08/19 00:08:17,Scheduler,Recipe Load,Scan Recipe,C:\Measure\Bak\LotID_095055\2607_0818235342\Recipe_auto_46-2607.csv
2025/08/19 00:08:27,Scheduler,PlusStep,SlotNo:32 Step:4
2025/08/19 00:08:27,Scheduler,PlusStep,RESULT ROUTE:,232GA, 332PA
2025/08/19 00:08:27,Scheduler,Transport,TransComplete Unit:3 Work:2607
2025/08/19 00:08:27,Scheduler,SetupHandOff,Rotate Only 2:1,31,1,U,True
